From_Season,To_Season,Transition,Win_Percentage_Change,Win_Percentage_PctChange,Avg_Path_Length_Change,Avg_Path_Length_PctChange,Top_Quartile_Concentration_Change,Top_Quartile_Concentration_PctChange,Degree_Gini_Change,Degree_Gini_PctChange,Modularity_Change,Modularity_PctChange,Degree_CV_Change,Degree_CV_PctChange,Global_Efficiency_Change,Global_Efficiency_PctChange,Pass_Efficiency_Pct_Change,Pass_Efficiency_Pct_PctChange
2020-21,2021-22,2020-21 → 2021-22,-0.124,-17.174515235457065,-0.050000000000000044,-4.680851063829792,0.009551299204038188,1.410990627667863,0.010581367697106048,2.891653612010418,0.01899318317229652,31.037730471765585,0.04365098779948384,6.7799371338072945,0.022727272727272707,2.343749999999998,-0.022969378360970794,-0.2821279207879837
2021-22,2022-23,2021-22 → 2022-23,-0.14699999999999996,-24.5819397993311,-0.007070707070707005,-0.6944444444444381,-0.11556817373940942,-16.835069139571427,-0.10337740359793846,-27.456800948791365,-0.0041474462348059515,-5.1722153986961565,-0.20177829772822065,-29.35055946435056,-0.015151515151515138,-1.526717557251907,1.0119941043715315,12.46527335195076
2022-23,2023-24,2022-23 → 2023-24,-0.07300000000000001,-16.18625277161863,0.007070707070707005,0.6993006993006928,0.018393220282583944,3.2217674927523907,0.0437255314520868,16.00894483935693,-0.022105468883236362,-29.070999579766006,0.08672790894504001,17.856324860999603,0.007575757575757569,0.7751937984496117,0.2601576083134134,2.849324500088665
2023-24,2024-25,2023-24 → 2024-25,-0.171,-45.23809523809524,-0.018181818181818077,-1.7857142857142756,0.006225327336652042,1.0563974007661165,-0.027289806398039573,-8.612645849752237,-0.018572933062288577,-34.436332112148996,-0.005620888484541453,-0.9819407377202466,0.015151515151515138,1.5384615384615372,-0.1889328329647988,-2.011923086216055
